Customer_ID,Customer_Credit_ID,Customer_Name,Contact_Name,Contact_Position,Last_Years_Sales,Address1,Address2,Address3,Postal_Code,Lat,Long,Email,Phone,Fax
250,250,Brescia Mountainers,Mr. David Giovanni,(Sales Manager),181444.66,"Via Angelo Maj, 22",,Concord:CT:USA,42210,35.410278,-80.585278,Giovanni@ontheedge.com,39-55-9202-9592,39-55-9202-9534
251,251,Nogoya Paths,Mr. Hatsuko Kumasaka,(Sales Agent),8819.55,C.ITOH Bldg. 12-1,Minato-Ku,Lexington:KY:USA,106-4553,38.046389,-84.496944,Kumasaka@tek.com,81-1-3321-3336,81-1-3321-0192
252,252,Yokohama Biking Fans,Mr. Miyako Katayama,(Owner),2003.1,Yokosuka Naval Base-Building 1955 Room 8,,New Orleans:LA:USA,124-2293,29.976111,-90.078333,Katayama@bikingheaven.com,81-1-3022-0349,81-1-3022-2100
253,253,Bendai Mountain Bikers,Mr. Tomoaki Tanahashi,(Sales Manager),14076.8,A.ITOH Bldg. 15-3,Minato-Ku,St. Louis:MO:USA,232-9333,38.627222,-90.197778,Tanahashi@bikerspath.com,81-2-6676-0746,81-2-6676-4302
254,254,Totory Ken Cyclists,Mr. Yoshio Shimoyama,(Owner),5913.6,Bell Ace Building 8F,,Baltimore:MD:USA,112-3293,39.289444,-76.615278,Shimoyama@bikesrus.com,81-2-2221-3606,81-2-2221-0771
255,255,Tiempo Libre Monterrey,Mr. Jose Garcia,(Sales Manager),8819.55,Thiers 3251-34,,Portsmouth:NH:USA,34323,36.834444,-76.341667,Garcia@bikeshopmars.com,52-5-553-0933,52-5-553-0934
256,256,Tiempo Libre Acapulco,Mr. Manuel Hernandez,(Sales Manager),9595.7,"Apaseo El Alto 11, Col Valle del Tepeyac",,Taos:NM:USA,04929,36.393889,-105.576667,Hernandez@feelgreat.com,52-5-300-0113,52-5-300-0134
257,257,Bicicletas  de Montaña Cancun,Ms. Ana Maria Fernandez,(Owner),1551.18,Puebla # 903 Primer Piso,,Las Vegas:NV:USA,02994,36.175,-115.136389,Fernandez@bikefest.com,52-2-255-8965,52-2-255-9403
258,258,Guadalajara en ruedas,Ms. Laura Torres,(Sales Manager),83664.8,Hernandez y Hernandez No.699,,Rome:NY:USA,92041,34.26,-85.185,Torres@bikinghiking.com,52-1-357-9443,52-1-357-9433
259,259,Bicycles Alex,Ms. Alex Alvarez,(Owner),62627.65,Rufino Tamayo 395,,Lincoln:NE:USA,03853,40.809167,-96.678056,Alvarez@bicycleraces.com,52-5-207-1010,52-5-207-1011
260,260,New Trails,Mr. George Robins,(Sales Manager),1716.2,181 Wellesley Street,,Salt Lake City:UT:USA,,40.760833,-111.891111,Robins@fredsbikes.com,64-3-4920-2044,64-3-4920-3421
261,261,Beach Trails and Wheels,Mr. Alastair Jackson,(Sales Representative),2944,374 Great Road,,Montpelier:VT:USA,,44.259444,-72.575833,Jackson@philsbikes.com,64-2-9112-2031,64-2-9112-2033
262,262,Forested Hills,Mr. Gary Birch,(Sales Agent),1067.3,4 Bond St.,,Charleston:WV:USA,,32.783333,-79.931944,Birch@colinsbikes.com,64-1-4044-2904,64-1-4044-2934
263,263,Bill's Bikes,Mr. Bill Anderson,(Owner),2459.4,8035 Owl Road,,Richmond:VA:USA,,37.540833,-77.436667,Anderson@barrysbikes.com,64-9-0014-4041,64-9-0014-2334
264,264,Lisbon Cyclists,Mr. Jorge Faustino,(Owner),329.85,"Av. Artur Soares, 828 - 1700",,Brasilia:Distrito Federal:Brazil,1700,-15.793889,-47.882778,Faustino@tonysbikes.com,351-1-49-09-441,351-1-49-09-850
265,265,Evora Family Sports,Mr. André Palacio,(Sales Manager),3638.01,"R. D. Estefƒnia, 12 - 2000 Lisb",,La Paz:La Paz:Bolivia,1900,-16.495833,-68.133333,Palacio@ridedownamountain.com,351-41-43-46-902,351-41-43-46-990
266,266,Souzel Bike Rentals,Mr. Adriano Malva,(Sales Agent),1472.27,Polo Tecnologico Lote 39,,Hamilton:Pembroke Parish:Bermuda,1600-480,,,Malva@makingtracks.com,351-44-09-23-677,351-44-09-23-690
267,267,Tom's Place for Bikes,Mr. Jimmy Hatch,(Sales Representative),36400.67,545 Peachtree Road,,Kingston:Kingston:Jamaica,2385,17.971389,-76.793056,Hatch@tiendadp.com,27-15-923-0300,27-15-923-0301
268,268,Coastal Line Bikes,Ms. Caron Ryans,(Owner),1130.4,22th Flr  Safren House,,Tokyo:Tokyo To:Japan,3001,35.689722,139.692222,Ryans@hanoibike.com,27-11-294-0001,27-11-294-4453
269,269,Hikers and Bikers,Mr. Steven Sharp,(Owner),8300.8,1844 Beach Avenue,,Nairobi:Nairobi:Kenya,4201,-1.286389,36.817222,Sharp@bicyclebasics.com,27-13-940-0302,27-13-940-0309
270,270,Mountain View Sport,Mr. Fran Durant,(Sales Manager),65231.7,1443 Main Street,Suite 990,Memphis:TN:USA,,35.1175,-89.971111,Durant@hararecycle.com,64-9-2939-2995,64-9-2939-2934
271,271,Zoom Cycles,Ms. Terri Scott,(Sales Representative),345.22,Red House,Red Road,London:Greater London:England,SW1 8EE,51.507222,-0.1275,info@zoom.org,320-222-1644,320-678-4446
